sku,meta:_sku,post_title,post_status,post_type,Type: product_type,tax:product_type,tax:product_cat,tax:product_tag,regular_price,sale_price,meta:_price,manage_stock,stock_status,images,attribute:pa_style,attribute_default:pa_style,attribute_data:pa_style,attribute:pa_sex,attribute_default:pa_sex,attribute_data:pa_sex,attribute:pa_color,attribute_default:pa_color,attribute_data:pa_color,attribute:pa_size,attribute_default:pa_size,attribute_data:pa_size,attribute:pa_material,attribute_data:pa_material,attribute:pa_print,attribute_data:pa_print,attribute:pa_wash,attribute_data:pa_wash,attribute:pa_default_style,attribute_data:pa_default_style,meta:_wc_average_rating,meta:_wc_rating_count,meta:_wc_review_count,meta:_stock_status,post_content,post_excerpt
ART-0041-HD,ART-0041-HD,گیمر مصمم,publish,product,product,variable,ورزش و بازی>گیمرهای گیک,#گیمینگ,120000,,120000,no,instock,ART-0041-TS-color1.jpg|ART-0041-TS-color1-men.jpg|ART-0041-TS-color1-women.jpg|ART-0041-TS-color2.jpg|ART-0041-TS-color2-men.jpg|ART-0041-TS-color2-women.jpg|ART-0041-TS-color3.jpg|ART-0041-TS-color3-men.jpg|ART-0041-TS-color3-women.jpg|ART-0041-TS-color4.jpg|ART-0041-TS-color4-men.jpg|ART-0041-TS-color4-women.jpg|ART-0041-TS-color5.jpg|ART-0041-TS-color5-men.jpg|ART-0041-TS-color5-women.jpg|ART-0041-TS-color6.jpg|ART-0041-TS-color6-men.jpg|ART-0041-TS-color6-women.jpg|ART-0041-TS-color7.jpg|ART-0041-TS-color7-men.jpg|ART-0041-TS-color7-women.jpg|ART-0041-HD-color8.jpg|ART-0041-HD-color8-men.jpg|ART-0041-HD-color8-women.jpg|ART-0041-HD-color2.jpg|ART-0041-HD-color2-men.jpg|ART-0041-HD-color2-women.jpg|ART-0041-HD-color5.jpg|ART-0041-HD-color5-men.jpg|ART-0041-HD-color5-women.jpg|ART-0041-HD-color9.jpg|ART-0041-HD-color9-men.jpg|ART-0041-HD-color9-women.jpg|ART-0041-HD-color10.jpg|ART-0041-HD-color10-men.jpg|ART-0041-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.8,4,4,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0042-HD,ART-0042-HD,Victorious,publish,product,product,variable,ورزش و بازی>گیمرهای گیک,#گیمینگ,120000,,120000,no,instock,ART-0042-TS-color1.jpg|ART-0042-TS-color1-men.jpg|ART-0042-TS-color1-women.jpg|ART-0042-TS-color2.jpg|ART-0042-TS-color2-men.jpg|ART-0042-TS-color2-women.jpg|ART-0042-TS-color3.jpg|ART-0042-TS-color3-men.jpg|ART-0042-TS-color3-women.jpg|ART-0042-TS-color4.jpg|ART-0042-TS-color4-men.jpg|ART-0042-TS-color4-women.jpg|ART-0042-TS-color5.jpg|ART-0042-TS-color5-men.jpg|ART-0042-TS-color5-women.jpg|ART-0042-TS-color6.jpg|ART-0042-TS-color6-men.jpg|ART-0042-TS-color6-women.jpg|ART-0042-TS-color7.jpg|ART-0042-TS-color7-men.jpg|ART-0042-TS-color7-women.jpg|ART-0042-HD-color8.jpg|ART-0042-HD-color8-men.jpg|ART-0042-HD-color8-women.jpg|ART-0042-HD-color2.jpg|ART-0042-HD-color2-men.jpg|ART-0042-HD-color2-women.jpg|ART-0042-HD-color5.jpg|ART-0042-HD-color5-men.jpg|ART-0042-HD-color5-women.jpg|ART-0042-HD-color9.jpg|ART-0042-HD-color9-men.jpg|ART-0042-HD-color9-women.jpg|ART-0042-HD-color10.jpg|ART-0042-HD-color10-men.jpg|ART-0042-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,مشکی,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.1,5,5,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0044-HD,ART-0044-HD,Game over,publish,product,product,variable,ورزش و بازی>گیمرهای گیک,#game_over,120000,,120000,no,instock,ART-0044-TS-color1.jpg|ART-0044-TS-color1-men.jpg|ART-0044-TS-color1-women.jpg|ART-0044-TS-color2.jpg|ART-0044-TS-color2-men.jpg|ART-0044-TS-color2-women.jpg|ART-0044-TS-color3.jpg|ART-0044-TS-color3-men.jpg|ART-0044-TS-color3-women.jpg|ART-0044-TS-color4.jpg|ART-0044-TS-color4-men.jpg|ART-0044-TS-color4-women.jpg|ART-0044-TS-color5.jpg|ART-0044-TS-color5-men.jpg|ART-0044-TS-color5-women.jpg|ART-0044-TS-color6.jpg|ART-0044-TS-color6-men.jpg|ART-0044-TS-color6-women.jpg|ART-0044-TS-color7.jpg|ART-0044-TS-color7-men.jpg|ART-0044-TS-color7-women.jpg|ART-0044-HD-color8.jpg|ART-0044-HD-color8-men.jpg|ART-0044-HD-color8-women.jpg|ART-0044-HD-color2.jpg|ART-0044-HD-color2-men.jpg|ART-0044-HD-color2-women.jpg|ART-0044-HD-color5.jpg|ART-0044-HD-color5-men.jpg|ART-0044-HD-color5-women.jpg|ART-0044-HD-color9.jpg|ART-0044-HD-color9-men.jpg|ART-0044-HD-color9-women.jpg|ART-0044-HD-color10.jpg|ART-0044-HD-color10-men.jpg|ART-0044-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,نارنجی,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.5,7,7,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0045-HD,ART-0045-HD,Darkness,publish,product,product,variable,ورزش و بازی>گیمرهای گیک,#تاریکی,120000,,120000,no,instock,ART-0045-TS-color1.jpg|ART-0045-TS-color1-men.jpg|ART-0045-TS-color1-women.jpg|ART-0045-TS-color2.jpg|ART-0045-TS-color2-men.jpg|ART-0045-TS-color2-women.jpg|ART-0045-TS-color3.jpg|ART-0045-TS-color3-men.jpg|ART-0045-TS-color3-women.jpg|ART-0045-TS-color4.jpg|ART-0045-TS-color4-men.jpg|ART-0045-TS-color4-women.jpg|ART-0045-TS-color5.jpg|ART-0045-TS-color5-men.jpg|ART-0045-TS-color5-women.jpg|ART-0045-TS-color6.jpg|ART-0045-TS-color6-men.jpg|ART-0045-TS-color6-women.jpg|ART-0045-TS-color7.jpg|ART-0045-TS-color7-men.jpg|ART-0045-TS-color7-women.jpg|ART-0045-HD-color8.jpg|ART-0045-HD-color8-men.jpg|ART-0045-HD-color8-women.jpg|ART-0045-HD-color2.jpg|ART-0045-HD-color2-men.jpg|ART-0045-HD-color2-women.jpg|ART-0045-HD-color5.jpg|ART-0045-HD-color5-men.jpg|ART-0045-HD-color5-women.jpg|ART-0045-HD-color9.jpg|ART-0045-HD-color9-men.jpg|ART-0045-HD-color9-women.jpg|ART-0045-HD-color10.jpg|ART-0045-HD-color10-men.jpg|ART-0045-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,زرشکی,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.1,6,6,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0048-HD,ART-0048-HD,اسلحه گیمینگ,publish,product,product,variable,ورزش و بازی>گیمرهای گیک,#اسلحه,120000,,120000,no,instock,ART-0048-TS-color1.jpg|ART-0048-TS-color1-men.jpg|ART-0048-TS-color1-women.jpg|ART-0048-TS-color2.jpg|ART-0048-TS-color2-men.jpg|ART-0048-TS-color2-women.jpg|ART-0048-TS-color3.jpg|ART-0048-TS-color3-men.jpg|ART-0048-TS-color3-women.jpg|ART-0048-TS-color4.jpg|ART-0048-TS-color4-men.jpg|ART-0048-TS-color4-women.jpg|ART-0048-TS-color5.jpg|ART-0048-TS-color5-men.jpg|ART-0048-TS-color5-women.jpg|ART-0048-TS-color6.jpg|ART-0048-TS-color6-men.jpg|ART-0048-TS-color6-women.jpg|ART-0048-TS-color7.jpg|ART-0048-TS-color7-men.jpg|ART-0048-TS-color7-women.jpg|ART-0048-HD-color8.jpg|ART-0048-HD-color8-men.jpg|ART-0048-HD-color8-women.jpg|ART-0048-HD-color2.jpg|ART-0048-HD-color2-men.jpg|ART-0048-HD-color2-women.jpg|ART-0048-HD-color5.jpg|ART-0048-HD-color5-men.jpg|ART-0048-HD-color5-women.jpg|ART-0048-HD-color9.jpg|ART-0048-HD-color9-men.jpg|ART-0048-HD-color9-women.jpg|ART-0048-HD-color10.jpg|ART-0048-HD-color10-men.jpg|ART-0048-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,سرمه‌ای,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.6,5,5,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0049-HD,ART-0049-HD,حمله شیمیایی,publish,product,product,variable,ورزش و بازی>گیمرهای گیک,#حمله,120000,,120000,no,instock,ART-0049-TS-color1.jpg|ART-0049-TS-color1-men.jpg|ART-0049-TS-color1-women.jpg|ART-0049-TS-color2.jpg|ART-0049-TS-color2-men.jpg|ART-0049-TS-color2-women.jpg|ART-0049-TS-color3.jpg|ART-0049-TS-color3-men.jpg|ART-0049-TS-color3-women.jpg|ART-0049-TS-color4.jpg|ART-0049-TS-color4-men.jpg|ART-0049-TS-color4-women.jpg|ART-0049-TS-color5.jpg|ART-0049-TS-color5-men.jpg|ART-0049-TS-color5-women.jpg|ART-0049-TS-color6.jpg|ART-0049-TS-color6-men.jpg|ART-0049-TS-color6-women.jpg|ART-0049-TS-color7.jpg|ART-0049-TS-color7-men.jpg|ART-0049-TS-color7-women.jpg|ART-0049-HD-color8.jpg|ART-0049-HD-color8-men.jpg|ART-0049-HD-color8-women.jpg|ART-0049-HD-color2.jpg|ART-0049-HD-color2-men.jpg|ART-0049-HD-color2-women.jpg|ART-0049-HD-color5.jpg|ART-0049-HD-color5-men.jpg|ART-0049-HD-color5-women.jpg|ART-0049-HD-color9.jpg|ART-0049-HD-color9-men.jpg|ART-0049-HD-color9-women.jpg|ART-0049-HD-color10.jpg|ART-0049-HD-color10-men.jpg|ART-0049-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,نارنجی,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.8,6,6,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0050-HD,ART-0050-HD,سپر آتشین,publish,product,product,variable,ورزش و بازی>گیمرهای گیک,#سپر,120000,,120000,no,instock,ART-0050-TS-color1.jpg|ART-0050-TS-color1-men.jpg|ART-0050-TS-color1-women.jpg|ART-0050-TS-color2.jpg|ART-0050-TS-color2-men.jpg|ART-0050-TS-color2-women.jpg|ART-0050-TS-color3.jpg|ART-0050-TS-color3-men.jpg|ART-0050-TS-color3-women.jpg|ART-0050-TS-color4.jpg|ART-0050-TS-color4-men.jpg|ART-0050-TS-color4-women.jpg|ART-0050-TS-color5.jpg|ART-0050-TS-color5-men.jpg|ART-0050-TS-color5-women.jpg|ART-0050-TS-color6.jpg|ART-0050-TS-color6-men.jpg|ART-0050-TS-color6-women.jpg|ART-0050-TS-color7.jpg|ART-0050-TS-color7-men.jpg|ART-0050-TS-color7-women.jpg|ART-0050-HD-color8.jpg|ART-0050-HD-color8-men.jpg|ART-0050-HD-color8-women.jpg|ART-0050-HD-color2.jpg|ART-0050-HD-color2-men.jpg|ART-0050-HD-color2-women.jpg|ART-0050-HD-color5.jpg|ART-0050-HD-color5-men.jpg|ART-0050-HD-color5-women.jpg|ART-0050-HD-color9.jpg|ART-0050-HD-color9-men.jpg|ART-0050-HD-color9-women.jpg|ART-0050-HD-color10.jpg|ART-0050-HD-color10-men.jpg|ART-0050-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,نارنجی,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.2,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0051-HD,ART-0051-HD,ماسک گیمینگ,publish,product,product,variable,ورزش و بازی>گیمرهای گیک,#ماسک,120000,,120000,no,instock,ART-0051-TS-color1.jpg|ART-0051-TS-color1-men.jpg|ART-0051-TS-color1-women.jpg|ART-0051-TS-color2.jpg|ART-0051-TS-color2-men.jpg|ART-0051-TS-color2-women.jpg|ART-0051-TS-color3.jpg|ART-0051-TS-color3-men.jpg|ART-0051-TS-color3-women.jpg|ART-0051-TS-color4.jpg|ART-0051-TS-color4-men.jpg|ART-0051-TS-color4-women.jpg|ART-0051-TS-color5.jpg|ART-0051-TS-color5-men.jpg|ART-0051-TS-color5-women.jpg|ART-0051-TS-color6.jpg|ART-0051-TS-color6-men.jpg|ART-0051-TS-color6-women.jpg|ART-0051-TS-color7.jpg|ART-0051-TS-color7-men.jpg|ART-0051-TS-color7-women.jpg|ART-0051-HD-color8.jpg|ART-0051-HD-color8-men.jpg|ART-0051-HD-color8-women.jpg|ART-0051-HD-color2.jpg|ART-0051-HD-color2-men.jpg|ART-0051-HD-color2-women.jpg|ART-0051-HD-color5.jpg|ART-0051-HD-color5-men.jpg|ART-0051-HD-color5-women.jpg|ART-0051-HD-color9.jpg|ART-0051-HD-color9-men.jpg|ART-0051-HD-color9-women.jpg|ART-0051-HD-color10.jpg|ART-0051-HD-color10-men.jpg|ART-0051-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,مشکی,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.3,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0052-HD,ART-0052-HD,سرعت بسکتبالیت,publish,product,product,variable,ورزش و بازی>بسکتبال,#بسکتبال,120000,,120000,no,instock,ART-0052-TS-color1.jpg|ART-0052-TS-color1-men.jpg|ART-0052-TS-color1-women.jpg|ART-0052-TS-color2.jpg|ART-0052-TS-color2-men.jpg|ART-0052-TS-color2-women.jpg|ART-0052-TS-color3.jpg|ART-0052-TS-color3-men.jpg|ART-0052-TS-color3-women.jpg|ART-0052-TS-color4.jpg|ART-0052-TS-color4-men.jpg|ART-0052-TS-color4-women.jpg|ART-0052-TS-color5.jpg|ART-0052-TS-color5-men.jpg|ART-0052-TS-color5-women.jpg|ART-0052-TS-color6.jpg|ART-0052-TS-color6-men.jpg|ART-0052-TS-color6-women.jpg|ART-0052-TS-color7.jpg|ART-0052-TS-color7-men.jpg|ART-0052-TS-color7-women.jpg|ART-0052-HD-color8.jpg|ART-0052-HD-color8-men.jpg|ART-0052-HD-color8-women.jpg|ART-0052-HD-color2.jpg|ART-0052-HD-color2-men.jpg|ART-0052-HD-color2-women.jpg|ART-0052-HD-color5.jpg|ART-0052-HD-color5-men.jpg|ART-0052-HD-color5-women.jpg|ART-0052-HD-color9.jpg|ART-0052-HD-color9-men.jpg|ART-0052-HD-color9-women.jpg|ART-0052-HD-color10.jpg|ART-0052-HD-color10-men.jpg|ART-0052-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,5.0,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0053-HD,ART-0053-HD,اسلم دانک آتشین,publish,product,product,variable,ورزش و بازی>بسکتبال,#اسلم_دانک,120000,,120000,no,instock,ART-0053-TS-color1.jpg|ART-0053-TS-color1-men.jpg|ART-0053-TS-color1-women.jpg|ART-0053-TS-color2.jpg|ART-0053-TS-color2-men.jpg|ART-0053-TS-color2-women.jpg|ART-0053-TS-color3.jpg|ART-0053-TS-color3-men.jpg|ART-0053-TS-color3-women.jpg|ART-0053-TS-color4.jpg|ART-0053-TS-color4-men.jpg|ART-0053-TS-color4-women.jpg|ART-0053-TS-color5.jpg|ART-0053-TS-color5-men.jpg|ART-0053-TS-color5-women.jpg|ART-0053-TS-color6.jpg|ART-0053-TS-color6-men.jpg|ART-0053-TS-color6-women.jpg|ART-0053-TS-color7.jpg|ART-0053-TS-color7-men.jpg|ART-0053-TS-color7-women.jpg|ART-0053-HD-color8.jpg|ART-0053-HD-color8-men.jpg|ART-0053-HD-color8-women.jpg|ART-0053-HD-color2.jpg|ART-0053-HD-color2-men.jpg|ART-0053-HD-color2-women.jpg|ART-0053-HD-color5.jpg|ART-0053-HD-color5-men.jpg|ART-0053-HD-color5-women.jpg|ART-0053-HD-color9.jpg|ART-0053-HD-color9-men.jpg|ART-0053-HD-color9-women.jpg|ART-0053-HD-color10.jpg|ART-0053-HD-color10-men.jpg|ART-0053-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,5.0,3,3,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0054-HD,ART-0054-HD,پرتاب آخر,publish,product,product,variable,ورزش و بازی>بسکتبال,#بسکتبال,120000,,120000,no,instock,ART-0054-TS-color1.jpg|ART-0054-TS-color1-men.jpg|ART-0054-TS-color1-women.jpg|ART-0054-TS-color2.jpg|ART-0054-TS-color2-men.jpg|ART-0054-TS-color2-women.jpg|ART-0054-TS-color3.jpg|ART-0054-TS-color3-men.jpg|ART-0054-TS-color3-women.jpg|ART-0054-TS-color4.jpg|ART-0054-TS-color4-men.jpg|ART-0054-TS-color4-women.jpg|ART-0054-TS-color5.jpg|ART-0054-TS-color5-men.jpg|ART-0054-TS-color5-women.jpg|ART-0054-TS-color6.jpg|ART-0054-TS-color6-men.jpg|ART-0054-TS-color6-women.jpg|ART-0054-TS-color7.jpg|ART-0054-TS-color7-men.jpg|ART-0054-TS-color7-women.jpg|ART-0054-HD-color8.jpg|ART-0054-HD-color8-men.jpg|ART-0054-HD-color8-women.jpg|ART-0054-HD-color2.jpg|ART-0054-HD-color2-men.jpg|ART-0054-HD-color2-women.jpg|ART-0054-HD-color5.jpg|ART-0054-HD-color5-men.jpg|ART-0054-HD-color5-women.jpg|ART-0054-HD-color9.jpg|ART-0054-HD-color9-men.jpg|ART-0054-HD-color9-women.jpg|ART-0054-HD-color10.jpg|ART-0054-HD-color10-men.jpg|ART-0054-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,نارنجی,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.1,4,4,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
